# RA        Dec       Flux_182  Flux_cat  Alpha     Freq      Catalog    
354.5     -29.12    0.24      0.24      -0.8      182.44    FHD        
74.75     -51.7     0.24      0.24      -1.35     180.0     MWACS      
33.94     -32.18    0.24      0.24      -0.23     180.0     MWACS      
3.7       -20.41    0.24      0.24      -0.8      182.44    FHD        
358.42    -35.61    0.24      0.24      -0.8      182.44    FHD        
356.28    -34.85    0.24      0.24      -0.8      182.44    FHD        
26.81     -28.41    0.24      0.24      -2.1      180.0     MWACS      
8.68      -43.51    0.24      0.24      -0.63     180.0     MWACS      
4.34      -42.81    0.24      0.24      -0.18     180.0     MWACS      
357.55    -15.32    0.24      0.24      -0.8      182.44    FHD        
12.13     -52.11    0.24      0.24      -1.01     180.0     MWACS      
43.15     -46.8     0.24      0.24      -1.18     180.0     MWACS      
57.57     -51.84    0.24      0.24      -1.23     180.0     MWACS      
55.75     -46.21    0.24      0.23      -2.31     180.0     MWACS      
5.08      -46.41    0.24      0.24      -1.53     180.0     MWACS      
2.68      -24.08    0.24      0.24      -0.8      182.44    FHD        
352.12    -73.47    0.24      0.74      -1.39     408.0     MRC        
342.01    -24.83    0.24      0.24      -1.2      180.0     MWACS      
32.6      -44.76    0.24      0.24      -1.0      180.0     MWACS      
75.51     -51.96    0.24      0.24      -1.54     180.0     MWACS      
345.42    -33.27    0.24      0.24      -1.01     180.0     MWACS      
27.29     -50.26    0.24      0.24      -1.19     180.0     MWACS      
93.41     -26.32    0.24      0.24      -1.36     180.0     MWACS      
355.26    -23.91    0.24      0.24      -0.8      182.44    FHD        
23.43     -30.95    0.24      0.24      -1.61     180.0     MWACS      
1.0       -17.95    0.24      0.24      -0.8      182.44    FHD        
355.93    -25.19    0.24      0.24      -0.8      182.44    FHD        
11.01     -28.21    0.24      0.24      -0.8      182.44    FHD        
281.07    -57.32    0.24      0.78      -1.46     408.0     MRC        
56.67     -42.98    0.24      0.24      -0.88     180.0     MWACS      
8.65      -22.28    0.24      0.24      -0.8      182.44    FHD        
350.56    -23.0     0.24      0.24      -0.8      182.44    FHD        
1.77      -39.57    0.24      0.24      -1.72     180.0     MWACS      
60.89     -42.85    0.24      0.24      -1.23     180.0     MWACS      
64.34     -45.22    0.24      0.24      -0.94     180.0     MWACS      
46.63     -26.78    0.24      0.24      -0.08     180.0     MWACS      
7.29      -18.7     0.24      0.24      -0.8      182.44    FHD        
27.65     -53.58    0.24      0.23      -1.91     180.0     MWACS      
52.83     -48.24    0.24      0.24      -0.48     180.0     MWACS      
103.01    -50.6     0.24      0.24      -0.47     180.0     MWACS      
334.55    -23.81    0.24      0.24      -0.29     180.0     MWACS      
93.82     -48.05    0.24      0.24      -1.36     180.0     MWACS      
356.67    -30.82    0.24      0.24      -0.8      182.44    FHD        
38.35     -46.16    0.24      0.24      -0.93     180.0     MWACS      
0.58      -27.17    0.24      0.24      -0.8      182.44    FHD        
21.57     -27.79    0.24      0.24      -1.37     180.0     MWACS      
25.64     -50.44    0.24      0.24      -0.55     180.0     MWACS      
16.99     -46.73    0.24      0.24      -0.86     180.0     MWACS      
66.54     -42.58    0.24      0.24      -1.08     180.0     MWACS      
2.37      -22.66    0.24      0.24      -0.8      182.44    FHD        
351.43    -32.07    0.24      0.24      -0.8      182.44    FHD        
23.82     -39.34    0.24      0.24      0.0       180.0     MWACS      
350.51    -51.69    0.24      0.24      -0.55     180.0     MWACS      
29.81     -52.61    0.24      0.24      -1.14     180.0     MWACS      
356.03    -52.08    0.24      0.24      -0.41     180.0     MWACS      
350.44    -25.63    0.24      0.24      -0.8      182.44    FHD        
2.12      -17.9     0.24      0.24      -0.8      182.44    FHD        
35.64     -30.03    0.24      0.24      -1.4      180.0     MWACS      
61.49     -39.97    0.24      0.24      -0.99     180.0     MWACS      
23.73     -27.05    0.24      0.24      -1.02     180.0     MWACS      
1.03      -50.92    0.24      0.24      0.31      180.0     MWACS      
8.11      -50.2     0.24      0.24      -0.99     180.0     MWACS      
26.53     -51.75    0.24      0.24      -1.38     180.0     MWACS      
21.53     -51.84    0.24      0.24      0.0       180.0     MWACS      
328.77    -44.34    0.24      0.24      -1.01     180.0     MWACS      
75.38     -45.44    0.24      0.24      -0.95     180.0     MWACS      
0.08      -24.85    0.24      0.24      -0.8      182.44    FHD        
5.1       -26.17    0.24      0.24      -0.8      182.44    FHD        
22.56     -43.64    0.24      0.24      -1.04     180.0     MWACS      
100.06    -48.66    0.24      0.24      -1.07     180.0     MWACS      
335.94    -43.54    0.24      0.24      -0.95     180.0     MWACS      
359.49    -28.66    0.24      0.24      -0.8      182.44    FHD        
49.19     -47.87    0.24      0.24      -1.35     180.0     MWACS      
63.35     -45.12    0.24      0.24      -0.45     180.0     MWACS      
19.81     -48.02    0.24      0.24      -0.04     180.0     MWACS      
355.07    -21.51    0.24      0.24      -0.8      182.44    FHD        
343.67    -27.62    0.24      0.24      -0.26     180.0     MWACS      
49.98     -49.13    0.24      0.24      -1.03     180.0     MWACS      
30.17     -44.32    0.24      0.23      -1.45     180.0     MWACS      
43.0      -24.61    0.24      0.24      -0.24     180.0     MWACS      
27.4      -42.94    0.24      0.24      -1.14     180.0     MWACS      
340.98    -42.65    0.24      0.24      -0.26     180.0     MWACS      
11.23     -46.93    0.24      0.24      -0.78     180.0     MWACS      
5.71      -20.06    0.24      0.24      -0.8      182.44    FHD        
54.52     -27.96    0.24      0.24      -0.63     180.0     MWACS      
353.14    -47.93    0.24      0.24      0.0       180.0     MWACS      
89.37     -45.29    0.24      0.23      -1.2      180.0     MWACS      
337.56    -26.43    0.24      0.23      -2.05     180.0     MWACS      
73.02     -47.76    0.24      0.23      -2.09     180.0     MWACS      
104.47    -52.12    0.24      0.23      -1.18     180.0     MWACS      
355.64    -29.9     0.24      0.24      -0.8      182.44    FHD        
68.03     -48.03    0.24      0.24      -1.03     180.0     MWACS      
359.77    -15.58    0.24      0.24      -0.8      182.44    FHD        
4.65      -27.48    0.24      0.24      -0.8      182.44    FHD        
88.48     -49.53    0.24      0.23      -1.67     180.0     MWACS      
336.16    -24.58    0.24      0.24      0.0       180.0     MWACS      
16.54     -26.41    0.24      0.24      0.0       180.0     MWACS      
102.88    -46.44    0.24      0.24      -0.95     180.0     MWACS      
2.82      -15.59    0.24      0.24      -0.8      182.44    FHD        
51.95     -26.18    0.24      0.24      0.0       180.0     MWACS      
340.35    -48.91    0.24      0.24      -0.43     180.0     MWACS      
113.19    -47.08    0.24      0.24      0.0       180.0     MWACS      
50.4      -53.04    0.24      0.23      -1.17     180.0     MWACS      
340.61    -45.61    0.24      0.24      -0.75     180.0     MWACS      
357.94    -42.83    0.24      0.23      -1.13     180.0     MWACS      
359.04    -28.45    0.24      0.24      -0.8      182.44    FHD        
350.39    -27.65    0.24      0.24      -0.8      182.44    FHD        
43.56     -44.36    0.24      0.23      -1.03     180.0     MWACS      
25.73     -23.38    0.24      0.23      -1.16     180.0     MWACS      
65.54     -27.01    0.24      0.24      -0.45     180.0     MWACS      
13.95     -29.86    0.24      0.23      -1.16     180.0     MWACS      
2.69      -25.03    0.24      0.24      -0.8      182.44    FHD        
14.14     -31.36    0.24      0.23      -1.33     180.0     MWACS      
12.31     -46.87    0.24      0.23      -0.95     180.0     MWACS      
337.06    -28.5     0.24      0.23      -0.98     180.0     MWACS      
48.58     -28.54    0.24      0.23      -1.44     180.0     MWACS      
2.56      -49.79    0.24      0.23      -0.84     180.0     MWACS      
351.39    -25.72    0.24      0.24      -0.8      182.44    FHD        
45.04     -41.56    0.24      0.24      0.55      180.0     MWACS      
2.05      -25.05    0.24      0.24      -0.8      182.44    FHD        
338.62    -24.47    0.24      0.24      0.25      180.0     MWACS      
104.17    -46.72    0.24      0.23      -1.0      180.0     MWACS      
351.65    -30.34    0.24      0.24      -0.8      182.44    FHD        
96.55     -44.48    0.24      0.23      -0.88     180.0     MWACS      
1.97      -23.8     0.24      0.24      -0.8      182.44    FHD        
32.38     -54.69    0.24      0.23      -1.24     180.0     MWACS      
94.14     -43.21    0.24      0.23      -1.01     180.0     MWACS      
88.65     -48.77    0.24      0.23      -1.8      180.0     MWACS      
69.87     -53.24    0.24      0.23      -1.11     180.0     MWACS      
355.91    -18.12    0.24      0.24      -0.8      182.44    FHD        
27.03     -51.76    0.24      0.23      -0.93     180.0     MWACS      
94.87     -49.72    0.24      0.23      -1.34     180.0     MWACS      
57.02     -51.14    0.24      0.23      -1.6      180.0     MWACS      
45.32     -41.85    0.24      0.23      -1.18     180.0     MWACS      
62.61     -49.68    0.24      0.23      -1.14     180.0     MWACS      
39.43     -44.34    0.24      0.23      -0.91     180.0     MWACS      
332.31    -47.67    0.24      0.23      -1.4      180.0     MWACS      
2.9       -24.26    0.24      0.24      -0.8      182.44    FHD        
0.8       -34.79    0.24      0.24      -0.8      182.44    FHD        
23.88     -49.2     0.24      0.23      -0.9      180.0     MWACS      
351.89    -20.54    0.24      0.24      -0.8      182.44    FHD        
36.53     -43.48    0.24      0.23      -1.37     180.0     MWACS      
353.9     -26.57    0.24      0.24      -0.8      182.44    FHD        
98.27     -47.36    0.24      0.23      -1.85     180.0     MWACS      
60.6      -42.61    0.24      0.24      -0.1      180.0     MWACS      
39.33     -53.3     0.24      0.23      -1.9      180.0     MWACS      
1.87      -50.64    0.24      0.23      -0.64     180.0     MWACS      
350.56    -25.86    0.24      0.24      -0.8      182.44    FHD        
358.57    -50.03    0.24      0.23      -1.07     180.0     MWACS      
69.01     -46.97    0.24      0.23      -0.78     180.0     MWACS      
359.76    -41.82    0.24      0.23      -1.08     180.0     MWACS      
38.69     -26.34    0.24      0.23      -1.18     180.0     MWACS      
5.94      -32.78    0.24      0.24      -0.8      182.44    FHD        
9.13      -46.07    0.24      0.23      -1.23     180.0     MWACS      
27.9      -29.0     0.24      0.23      -1.38     180.0     MWACS      
351.45    -46.18    0.24      0.23      -1.08     180.0     MWACS      
328.28    -49.84    0.24      0.23      -0.89     180.0     MWACS      
355.86    -49.65    0.24      0.23      -1.35     180.0     MWACS      
50.63     -53.12    0.24      0.23      -0.3      180.0     MWACS      
340.66    -31.45    0.24      0.23      -0.98     180.0     MWACS      
9.71      -45.75    0.24      0.23      -1.61     180.0     MWACS      
96.55     -47.06    0.24      0.23      -1.15     180.0     MWACS      
60.16     -52.25    0.24      0.23      -1.74     180.0     MWACS      
337.81    -22.35    0.23      0.23      -1.48     180.0     MWACS      
89.74     -24.76    0.23      0.23      -0.64     180.0     MWACS      
40.05     -39.23    0.23      0.23      -1.08     180.0     MWACS      
19.99     -50.62    0.23      0.23      0.0       180.0     MWACS      
358.41    -31.4     0.23      0.23      -0.8      182.44    FHD        
6.91      -47.59    0.23      0.23      -1.36     180.0     MWACS      
354.94    -22.69    0.23      0.23      -0.8      182.44    FHD        
353.07    -21.66    0.23      0.23      -0.8      182.44    FHD        
39.88     -29.94    0.23      0.23      0.0       180.0     MWACS      
0.73      -29.67    0.23      0.23      -0.8      182.44    FHD        
12.52     -45.27    0.23      0.23      -1.05     180.0     MWACS      
25.78     -40.45    0.23      0.23      -1.55     180.0     MWACS      
21.87     -28.88    0.23      0.23      -1.87     180.0     MWACS      
0.73      -27.18    0.23      0.23      -0.8      182.44    FHD        
97.35     -51.22    0.23      0.23      -0.99     180.0     MWACS      
21.98     -39.44    0.23      0.23      0.0       180.0     MWACS      
59.04     -46.12    0.23      0.24      0.66      180.0     MWACS      
354.01    -46.91    0.23      0.23      0.0       180.0     MWACS      
35.23     -42.07    0.23      0.23      -1.59     180.0     MWACS      
351.33    -26.65    0.23      0.23      -0.8      182.44    FHD        
54.72     -49.03    0.23      0.23      -0.19     180.0     MWACS      
37.21     -45.37    0.23      0.23      -0.22     180.0     MWACS      
337.19    -24.06    0.23      0.23      -0.94     180.0     MWACS      
3.28      -24.91    0.23      0.23      -0.8      182.44    FHD        
93.67     -43.38    0.23      0.23      -1.29     180.0     MWACS      
19.39     -22.55    0.23      0.23      -1.42     180.0     MWACS      
5.33      -21.3     0.23      0.23      -0.8      182.44    FHD        
49.19     -24.01    0.23      0.23      -0.91     180.0     MWACS      
102.56    -47.87    0.23      0.23      -1.31     180.0     MWACS      
56.64     -44.23    0.23      0.23      -0.94     180.0     MWACS      
61.08     -25.64    0.23      0.23      0.0       180.0     MWACS      
16.12     -53.18    0.23      0.23      0.0       180.0     MWACS      
2.02      -36.37    0.23      0.23      -0.8      182.44    FHD        
47.65     -50.16    0.23      0.23      -0.52     180.0     MWACS      
342.25    -49.39    0.23      0.23      -0.26     180.0     MWACS      
4.06      -18.91    0.23      0.23      -0.8      182.44    FHD        
354.41    -28.64    0.23      0.23      -0.8      182.44    FHD        
14.62     -50.18    0.23      0.23      -0.59     180.0     MWACS      
5.08      -43.13    0.23      0.23      -0.58     180.0     MWACS      
0.02      -26.07    0.23      0.23      -0.8      182.44    FHD        
30.67     -28.95    0.23      0.23      0.0       180.0     MWACS      
18.97     -44.46    0.23      0.23      -0.26     180.0     MWACS      
6.9       -26.85    0.23      0.23      -0.8      182.44    FHD        
0.97      -47.81    0.23      0.23      -0.84     180.0     MWACS      
13.21     -52.69    0.23      0.23      -1.33     180.0     MWACS      
331.36    -46.77    0.23      0.23      -0.14     180.0     MWACS      
5.47      -17.46    0.23      0.23      -0.8      182.44    FHD        
13.08     -30.97    0.23      0.23      -0.82     180.0     MWACS      
28.05     -41.96    0.23      0.23      -0.54     180.0     MWACS      
91.03     -46.95    0.23      0.23      -1.79     180.0     MWACS      
338.05    -26.2     0.23      0.23      -0.26     180.0     MWACS      
358.06    -49.1     0.23      0.23      -1.9      180.0     MWACS      
25.29     -41.91    0.23      0.23      -0.76     180.0     MWACS      
358.21    -30.96    0.23      0.23      -0.8      182.44    FHD        
38.75     -25.46    0.23      0.23      -0.74     180.0     MWACS      
356.18    -18.57    0.23      0.23      -0.8      182.44    FHD        
30.05     -52.54    0.23      0.23      -1.26     180.0     MWACS      
1.95      -25.37    0.23      0.23      -0.8      182.44    FHD        
346.89    -28.21    0.23      0.23      -1.33     180.0     MWACS      
27.47     -49.2     0.23      0.23      -0.58     180.0     MWACS      
2.4       -20.27    0.23      0.23      -0.8      182.44    FHD        
29.37     -52.27    0.23      0.23      -0.91     180.0     MWACS      
13.17     -39.93    0.23      0.23      -1.03     180.0     MWACS      
345.82    -30.3     0.23      0.23      -0.84     180.0     MWACS      
19.59     -47.82    0.23      0.23      -0.98     180.0     MWACS      
358.02    -32.44    0.23      0.23      -0.8      182.44    FHD        
41.71     -47.76    0.23      0.23      -0.73     180.0     MWACS      
345.11    -47.3     0.23      0.23      -1.37     180.0     MWACS      
18.56     -41.85    0.23      0.23      -1.1      180.0     MWACS      
12.82     -38.58    0.23      0.23      0.0       180.0     MWACS      
4.53      -26.25    0.23      0.23      -0.8      182.44    FHD        
51.15     -51.07    0.23      0.23      -0.88     180.0     MWACS      
32.54     -43.16    0.23      0.23      0.0       180.0     MWACS      
31.04     -47.83    0.23      0.23      0.27      180.0     MWACS      
359.16    -17.53    0.23      0.23      -0.8      182.44    FHD        
348.97    -51.94    0.23      0.23      0.0       180.0     MWACS      
60.42     -46.01    0.23      0.23      -0.71     180.0     MWACS      
351.92    -45.17    0.23      0.23      0.08      180.0     MWACS      
11.48     -51.17    0.23      0.23      -1.26     180.0     MWACS      
99.7      -50.99    0.23      0.23      -0.66     180.0     MWACS      
359.57    -28.9     0.23      0.23      -0.8      182.44    FHD        
344.86    -49.81    0.23      0.22      -1.74     180.0     MWACS      
1.21      -34.44    0.23      0.23      -0.8      182.44    FHD        
96.46     -28.2     0.23      0.23      -0.82     180.0     MWACS      
359.57    -29.15    0.23      0.23      -0.8      182.44    FHD        
359.49    -43.52    0.23      0.23      -1.11     180.0     MWACS      
6.58      -26.05    0.23      0.23      -0.8      182.44    FHD        
105.22    -46.38    0.23      0.23      -1.36     180.0     MWACS      
346.27    -43.39    0.23      0.23      -1.0      180.0     MWACS      
333.71    -25.1     0.23      0.23      0.0       180.0     MWACS      
29.93     -47.01    0.23      0.23      -0.66     180.0     MWACS      
2.76      -26.21    0.23      0.23      -0.8      182.44    FHD        
5.53      -46.9     0.23      0.23      -0.85     180.0     MWACS      
1.95      -31.67    0.23      0.23      -0.8      182.44    FHD        
0.91      -19.16    0.23      0.23      -0.8      182.44    FHD        
1.8       -48.44    0.23      0.23      -0.91     180.0     MWACS      
10.1      -45.99    0.23      0.23      0.05      180.0     MWACS      
331.99    -48.11    0.23      0.23      -0.74     180.0     MWACS      
344.91    -27.75    0.23      0.23      0.09      180.0     MWACS      
40.84     -45.36    0.23      0.23      -1.26     180.0     MWACS      
4.65      -25.08    0.23      0.23      -0.8      182.44    FHD        
342.69    -24.86    0.23      0.22      -1.47     180.0     MWACS      
9.31      -22.47    0.23      0.23      -0.8      182.44    FHD        
42.04     -43.77    0.23      0.23      -0.27     180.0     MWACS      
356.09    -45.12    0.23      0.22      -1.54     180.0     MWACS      
356.04    -48.63    0.23      0.23      0.0       180.0     MWACS      
17.64     -51.26    0.23      0.23      -1.02     180.0     MWACS      
3.02      -83.73    0.23      0.73      -1.44     408.0     MRC        
23.48     -22.49    0.23      0.23      -0.78     180.0     MWACS      
17.26     -38.82    0.23      0.23      0.0       180.0     MWACS      
355.41    -24.08    0.23      0.23      -0.8      182.44    FHD        
107.78    -49.43    0.23      0.22      -1.34     180.0     MWACS      
17.05     -49.99    0.23      0.23      -0.47     180.0     MWACS      
352.64    -28.74    0.23      0.23      -0.8      182.44    FHD        
46.06     -43.38    0.23      0.23      -0.62     180.0     MWACS      
3.21      -18.82    0.23      0.23      -0.8      182.44    FHD        
353.2     -49.52    0.23      0.22      -1.22     180.0     MWACS      
21.98     -41.76    0.23      0.22      -1.72     180.0     MWACS      
354.56    -21.28    0.23      0.23      -0.8      182.44    FHD        
358.32    -25.37    0.23      0.23      -0.8      182.44    FHD        
88.01     -47.45    0.23      0.22      -1.41     180.0     MWACS      
65.34     -43.42    0.23      0.22      -0.91     180.0     MWACS      
91.53     -26.2     0.23      0.23      -0.25     180.0     MWACS      
320.72    -43.9     0.23      0.23      0.0       180.0     MWACS      
1.53      -20.49    0.23      0.23      -0.8      182.44    FHD        
354.64    -27.49    0.23      0.23      -0.8      182.44    FHD        
2.29      -51.29    0.23      0.22      -1.13     180.0     MWACS      
319.17    -50.67    0.23      0.23      0.0       180.0     MWACS      
355.08    -32.52    0.23      0.23      -0.8      182.44    FHD        
7.69      -52.4     0.23      0.22      -1.52     180.0     MWACS      
9.96      -50.49    0.23      0.22      -0.97     180.0     MWACS      
38.48     -53.53    0.23      0.22      -1.2      180.0     MWACS      
95.01     -22.67    0.23      0.23      0.0       180.0     MWACS      
3.82      -28.41    0.23      0.23      -0.8      182.44    FHD        
21.94     -27.5     0.23      0.22      -0.99     180.0     MWACS      
357.07    -28.9     0.23      0.23      -0.8      182.44    FHD        
31.63     -54.79    0.23      0.22      -0.56     180.0     MWACS      
25.2      -40.77    0.23      0.22      -0.77     180.0     MWACS      
352.82    -24.98    0.23      0.23      -0.8      182.44    FHD        
4.8       -32.61    0.23      0.23      -0.8      182.44    FHD        
339.46    -47.98    0.23      0.22      -1.24     180.0     MWACS      
4.59      -45.61    0.23      0.22      -0.54     180.0     MWACS      
350.44    -31.24    0.23      0.23      -0.8      182.44    FHD        
2.39      -16.67    0.23      0.23      -0.8      182.44    FHD        
36.87     -49.74    0.23      0.22      -0.9      180.0     MWACS      
359.6     -24.4     0.23      0.23      -0.8      182.44    FHD        
345.15    -48.44    0.23      0.22      -1.58     180.0     MWACS      
9.05      -26.05    0.23      0.23      -0.8      182.44    FHD        
52.11     -46.11    0.23      0.22      -0.53     180.0     MWACS      
17.86     -27.99    0.23      0.22      -1.46     180.0     MWACS      
62.21     -46.52    0.23      0.22      -1.48     180.0     MWACS      
3.71      -35.67    0.23      0.23      -0.8      182.44    FHD        
351.36    -26.14    0.23      0.23      -0.8      182.44    FHD        
355.68    -28.9     0.23      0.23      -0.8      182.44    FHD        
342.3     -30.14    0.23      0.22      -1.15     180.0     MWACS      
77.22     -26.15    0.23      0.22      -1.34     180.0     MWACS      
6.17      -33.35    0.23      0.23      -0.8      182.44    FHD        
13.05     -45.75    0.23      0.22      -0.54     180.0     MWACS      
104.79    -59.51    0.23      0.72      -1.44     408.0     MRC        
27.66     -41.09    0.23      0.22      -0.83     180.0     MWACS      
16.43     -24.52    0.23      0.22      -0.98     180.0     MWACS      
45.35     -49.49    0.23      0.22      -0.75     180.0     MWACS      
76.61     -47.8     0.22      0.22      -1.19     180.0     MWACS      
76.58     -45.3     0.22      0.22      -0.67     180.0     MWACS      
37.04     -47.72    0.22      0.22      -0.43     180.0     MWACS      
93.41     -45.72    0.22      0.22      -1.1      180.0     MWACS      
332.98    -42.07    0.22      0.22      -1.07     180.0     MWACS      
6.17      -30.06    0.22      0.22      -0.8      182.44    FHD        
357.26    -40.71    0.22      0.22      0.0       180.0     MWACS      
52.37     -49.21    0.22      0.22      -0.97     180.0     MWACS      
109.04    -46.24    0.22      0.22      -2.09     180.0     MWACS      
96.43     -51.63    0.22      0.22      -0.82     180.0     MWACS      
47.33     -47.43    0.22      0.22      -1.16     180.0     MWACS      
62.16     -26.62    0.22      0.22      -1.54     180.0     MWACS      
14.72     -42.51    0.22      0.22      -1.74     180.0     MWACS      
24.31     -30.22    0.22      0.23      1.16      180.0     MWACS      
53.6      -53.22    0.22      0.23      1.14      180.0     MWACS      
24.72     -21.89    0.22      0.22      -0.88     180.0     MWACS      
332.82    -51.97    0.22      0.22      -1.0      180.0     MWACS      
54.09     -26.75    0.22      0.22      -1.46     180.0     MWACS      
356.91    -35.27    0.22      0.22      -0.8      182.44    FHD        
357.07    -44.29    0.22      0.22      0.0       180.0     MWACS      
55.96     -43.42    0.22      0.22      0.0       180.0     MWACS      
71.16     -42.05    0.22      0.22      -1.36     180.0     MWACS      
6.52      -45.01    0.22      0.22      -1.35     180.0     MWACS      
1.35      -48.38    0.22      0.22      -0.59     180.0     MWACS      
356.42    -18.63    0.22      0.22      -0.8      182.44    FHD        
29.68     -41.9     0.22      0.22      -1.03     180.0     MWACS      
6.57      -41.75    0.22      0.22      -1.41     180.0     MWACS      
47.31     -27.33    0.22      0.22      -1.47     180.0     MWACS      
38.62     -44.17    0.22      0.22      -1.24     180.0     MWACS      
349.99    -27.99    0.22      0.22      -0.8      182.44    FHD        
35.87     -23.16    0.22      0.22      0.0       180.0     MWACS      
2.01      -22.58    0.22      0.22      -0.8      182.44    FHD        
46.06     -43.12    0.22      0.22      -1.46     180.0     MWACS      
5.87      -50.54    0.22      0.22      -1.7      180.0     MWACS      
2.29      -26.87    0.22      0.22      -0.8      182.44    FHD        
31.92     -45.41    0.22      0.22      -0.75     180.0     MWACS      
42.23     -31.64    0.22      0.22      0.0       180.0     MWACS      
21.75     -43.63    0.22      0.22      -1.13     180.0     MWACS      
6.48      -27.4     0.22      0.22      -0.8      182.44    FHD        
350.04    -30.08    0.22      0.22      -0.8      182.44    FHD        
354.4     -31.23    0.22      0.22      -0.8      182.44    FHD        
354.94    -35.99    0.22      0.22      -0.8      182.44    FHD        
355.06    -26.18    0.22      0.22      -0.8      182.44    FHD        
0.65      -32.79    0.22      0.22      -0.8      182.44    FHD        
92.11     -48.24    0.22      0.22      -1.39     180.0     MWACS      
357.67    -26.68    0.22      0.22      -0.8      182.44    FHD        
42.5      -42.95    0.22      0.22      -0.91     180.0     MWACS      
359.99    -25.86    0.22      0.22      -0.8      182.44    FHD        
39.0      -44.44    0.22      0.22      -0.57     180.0     MWACS      
72.74     -48.14    0.22      0.22      -0.46     180.0     MWACS      
30.93     -50.97    0.22      0.22      -0.83     180.0     MWACS      
359.07    -19.19    0.22      0.22      -0.8      182.44    FHD        
14.15     -52.49    0.22      0.22      -1.47     180.0     MWACS      
54.88     -52.07    0.22      0.22      -0.56     180.0     MWACS      
55.46     -43.67    0.22      0.22      -2.07     180.0     MWACS      
343.77    -27.88    0.22      0.22      -0.68     180.0     MWACS      
21.43     -24.45    0.22      0.22      -1.19     180.0     MWACS      
1.42      -22.13    0.22      0.22      -0.8      182.44    FHD        
38.59     -47.34    0.22      0.22      -1.45     180.0     MWACS      
30.92     -43.71    0.22      0.22      0.0       180.0     MWACS      
85.32     -26.13    0.22      0.22      -1.61     180.0     MWACS      
44.08     -42.31    0.22      0.22      -1.13     180.0     MWACS      
19.0      -50.81    0.22      0.22      -0.93     180.0     MWACS      
354.85    -29.25    0.22      0.22      -0.8      182.44    FHD        
19.56     -51.7     0.22      0.22      -1.11     180.0     MWACS      
358.96    -31.08    0.22      0.22      -0.8      182.44    FHD        
4.98      -24.5     0.22      0.22      -0.8      182.44    FHD        
97.4      -50.52    0.22      0.22      -1.73     180.0     MWACS      
2.4       -28.03    0.22      0.22      -0.8      182.44    FHD        
92.81     -46.44    0.22      0.22      -0.88     180.0     MWACS      
346.5     -32.74    0.22      0.22      -1.1      180.0     MWACS      
4.94      -17.82    0.22      0.22      -0.8      182.44    FHD        
4.45      -25.88    0.22      0.22      -0.8      182.44    FHD        
41.01     -47.63    0.22      0.22      -1.46     180.0     MWACS      
350.5     -26.8     0.22      0.22      -0.8      182.44    FHD        
9.19      -27.27    0.22      0.22      -0.8      182.44    FHD        
0.15      -33.13    0.22      0.22      -0.8      182.44    FHD        
0.52      -33.06    0.22      0.22      -0.8      182.44    FHD        
22.76     -41.93    0.22      0.22      -1.41     180.0     MWACS      
59.96     -45.26    0.22      0.22      -0.97     180.0     MWACS      
4.78      -33.53    0.22      0.22      -0.8      182.44    FHD        
57.06     -49.65    0.22      0.22      -0.68     180.0     MWACS      
47.54     -43.05    0.22      0.22      -1.46     180.0     MWACS      
2.93      -44.06    0.22      0.22      0.0       180.0     MWACS      
37.75     -46.74    0.22      0.22      -0.72     180.0     MWACS      
17.31     -47.35    0.22      0.22      -1.08     180.0     MWACS      
355.87    -26.23    0.22      0.22      -0.8      182.44    FHD        
350.57    -29.32    0.22      0.22      -0.8      182.44    FHD        
61.48     -44.1     0.22      0.22      0.25      180.0     MWACS      
105.33    -54.72    0.22      0.22      -1.14     180.0     MWACS      
357.79    -35.22    0.22      0.22      -0.8      182.44    FHD        
354.81    -28.05    0.22      0.22      -0.8      182.44    FHD        
63.22     -46.08    0.22      0.22      -0.37     180.0     MWACS      
9.96      -26.7     0.22      0.22      -0.8      182.44    FHD        
352.31    -22.5     0.22      0.22      -0.8      182.44    FHD        
356.01    -43.19    0.22      0.22      -0.88     180.0     MWACS      
100.47    -28.74    0.22      0.22      0.0       180.0     MWACS      
350.83    -26.53    0.22      0.22      -0.8      182.44    FHD        
354.2     -29.14    0.22      0.22      -0.8      182.44    FHD        
2.59      -27.09    0.22      0.22      -0.8      182.44    FHD        
357.97    -21.84    0.22      0.22      -0.8      182.44    FHD        
345.39    -48.18    0.22      0.22      -0.54     180.0     MWACS      
354.17    -24.59    0.22      0.22      -0.8      182.44    FHD        
355.11    -26.73    0.22      0.22      -0.8      182.44    FHD        
54.66     -51.15    0.22      0.21      -1.24     180.0     MWACS      
3.63      -49.14    0.22      0.21      -1.51     180.0     MWACS      
8.82      -24.59    0.22      0.22      -0.8      182.44    FHD        
46.76     -48.5     0.22      0.22      -0.08     180.0     MWACS      
27.79     -46.05    0.22      0.21      -1.24     180.0     MWACS      
25.19     -38.85    0.22      0.22      -0.55     180.0     MWACS      
44.72     -47.1     0.22      0.22      -0.44     180.0     MWACS      
355.16    -49.74    0.22      0.22      0.0       180.0     MWACS      
102.06    -45.29    0.22      0.21      -2.13     180.0     MWACS      
101.43    -51.01    0.22      0.21      -1.61     180.0     MWACS      
1.48      -34.75    0.22      0.22      -0.8      182.44    FHD        
353.65    -31.85    0.22      0.22      -0.8      182.44    FHD        
27.86     -42.19    0.22      0.22      0.0       180.0     MWACS      
